artist_name,track_name,date,stream_count,track_url,track_position,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
the weeknd,blinding lights,29/12/2019,3042585,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,8,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4
billie eilish,everything i wanted,29/12/2019,2894728,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,9,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
shawn mendes,señorita,29/12/2019,2878288,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,10,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
black eyed peas,ritmo (bad boys for life),29/12/2019,2752777,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,11,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
lewis capaldi,someone you loved,29/12/2019,2651317,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,12,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
roddy ricch,the box,29/12/2019,2421851,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,13,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4
billie eilish,bad guy,29/12/2019,2359262,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,14,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
harry styles,adore you,29/12/2019,2320590,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,15,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,207133,4
travis scott,highest in the room (feat. rosalía & lil baby) - remix,29/12/2019,2182390,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,16,7h0d2h0fUmzbs7zeFigJPn,0.559,0.491,2,-6.406,0,0.0346,0.0567,0,0.0992,0.114,153.131,244874,4
camila cabello,my oh my (feat. dababy),29/12/2019,2130879,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,17,3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29E-05,0.0887,0.383,105.046,170746,4
selena gomez,lose you to love me,29/12/2019,2093475,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,18,1HfMVBKM75vxSfsQ5VefZ5,0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993,206459,4
bad bunny,vete,29/12/2019,2072405,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,19,5DxXgozhkPLgrbKFY91w0c,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78E-06,0.101,0.526,91.976,192024,4
blackbear,hot girl bummer,29/12/2019,2008165,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,20,7aiClxsDWFRQ0Kzk5KI5ku,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1
harry styles,watermelon sugar,29/12/2019,1929120,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,21,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4
regard,ride it,29/12/2019,1902330,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,22,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43E-05,0.106,0.884,117.948,157606,4
travis scott,highest in the room,29/12/2019,1779901,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,23,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721,4
anuel aa,china,29/12/2019,1735064,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,24,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4
post malone,sunflower - spider-man: into the spider-verse,29/12/2019,1705406,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,25,0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4
jackboys,out west (feat. young thug),29/12/2019,1700365,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,26,6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,157712,4
the weeknd,heartless,29/12/2019,1698454,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,27,57vxBYXtHMk6H1aD29V7PU,0.531,0.75,10,-5.831,0,0.111,0.00632,7.60E-05,0.117,0.198,169.954,200080,4
juice wrld,lucid dreams,29/12/2019,1681839,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,28,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
dababy,bop,29/12/2019,1678370,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,29,6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4
ed sheeran,beautiful people (feat. khalid),29/12/2019,1652916,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,30,70eFcWOvlMObDhURTqT4Fv,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4
don toliver,no idea,29/12/2019,1617991,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,31,3VyjsVV24RmBIbWJAeUJNu,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4
rauw alejandro,fantasias,29/12/2019,1615276,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,32,6mAN61JH0dzyZpWslS11jy,0.879,0.703,1,-4.219,1,0.0701,0.143,0,0.0569,0.788,94.004,199711,4
ed sheeran,i don't care (with justin bieber),29/12/2019,1605504,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,33,0hVXuCcriWRGvwMV1r5Yn9,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4
lewis capaldi,before you go,29/12/2019,1578178,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,34,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
juice wrld,bandit (with youngboy never broke again),29/12/2019,1575863,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,35,6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4
jackboys,gang gang,29/12/2019,1522182,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,36,6uJONCdr2rC65BNmCnTBWK,0.859,0.6,7,-4.63,0,0.301,0.071,0,0.353,0.568,123.017,244761,4
lil uzi vert,futsal shuffle 2020,29/12/2019,1509475,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,37,2Ec33AVlkTTq8BHFgBTdQs,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,198913,4
jackboys,what to do? (feat. don toliver),29/12/2019,1470639,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,38,4AO1XhrgJczQ9bNVxdfKQe,0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46E-05,0.115,0.195,118.037,250142,4
don toliver,had enough (feat. quavo & offset),29/12/2019,1463879,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,39,2jrAaawDRCn1JjeouxAyDN,0.748,0.789,2,-4.579,1,0.103,0.262,0,0.13,0.671,147.957,157133,4
j balvin,la canción,29/12/2019,1427210,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,40,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,0.152,1.85E-05,0.108,0.429,176.089,242573,4
sam smith,how do you sleep?,29/12/2019,1382194,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,41,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5
dan + shay,"10,000 hours (with justin bieber)",29/12/2019,1367649,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,42,2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,4
dalex,hola - remix,29/12/2019,1355694,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,43,5stPVcRqb4qixbafP9e8lt,0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,249520,4
y2k,lalala,29/12/2019,1349843,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,44,51Fjme0JiitpyXKuyQiCDo,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,160627,4
meduza,lose control,29/12/2019,1346756,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,45,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387,4
ariana grande,7 rings,29/12/2019,1330182,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,46,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
ed sheeran,south of the border (feat. camila cabello & cardi b),29/12/2019,1322925,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,47,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,204467,4
bad bunny,callaita,29/12/2019,1304597,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,48,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,250534,4
lil nas x,old town road - remix,29/12/2019,1285238,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,49,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4
ynw melly,suicidal,29/12/2019,1270679,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,50,1iSqfoUFnQwV0QW1EfUit8,0.735,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.004,222997,4
tones and i,dance monkey,28/12/2019,7000445,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4
arizona zervas,roxanne,28/12/2019,4606471,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5
karol g,tusa,28/12/2019,4162664,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,3,7k4t7uLgtOxPwTpFmtJNTY,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4
maroon 5,memories,28/12/2019,3670878,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,4,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
trevor daniel,falling,28/12/2019,3587858,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,5,4TnjEaWOeW0eKTKIEvJyCa,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382,4
dua lipa,don't start now,28/12/2019,3570383,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,6,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4
post malone,circles,28/12/2019,3515276,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,7,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
the weeknd,blinding lights,28/12/2019,3288656,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,8,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4
shawn mendes,señorita,28/12/2019,3106474,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,9,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
billie eilish,everything i wanted,28/12/2019,3079830,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,10,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
black eyed peas,ritmo (bad boys for life),28/12/2019,3033553,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,11,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
travis scott,highest in the room (feat. rosalía & lil baby) - remix,28/12/2019,2898907,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,12,7h0d2h0fUmzbs7zeFigJPn,0.559,0.491,2,-6.406,0,0.0346,0.0567,0,0.0992,0.114,153.131,244874,4
lewis capaldi,someone you loved,28/12/2019,2797038,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,13,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
roddy ricch,the box,28/12/2019,2553023,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,14,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4
billie eilish,bad guy,28/12/2019,2523066,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,15,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
harry styles,adore you,28/12/2019,2517537,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,16,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,207133,4
jackboys,out west (feat. young thug),28/12/2019,2327257,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,17,6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,157712,4
camila cabello,my oh my (feat. dababy),28/12/2019,2293188,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,18,3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29E-05,0.0887,0.383,105.046,170746,4
bad bunny,vete,28/12/2019,2284185,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,19,5DxXgozhkPLgrbKFY91w0c,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78E-06,0.101,0.526,91.976,192024,4
selena gomez,lose you to love me,28/12/2019,2256106,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,20,1HfMVBKM75vxSfsQ5VefZ5,0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993,206459,4
blackbear,hot girl bummer,28/12/2019,2160146,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,21,7aiClxsDWFRQ0Kzk5KI5ku,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1
jackboys,gang gang,28/12/2019,2099797,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,22,6uJONCdr2rC65BNmCnTBWK,0.859,0.6,7,-4.63,0,0.301,0.071,0,0.353,0.568,123.017,244761,4
harry styles,watermelon sugar,28/12/2019,2094153,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,23,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4
regard,ride it,28/12/2019,2091805,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,24,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43E-05,0.106,0.884,117.948,157606,4
jackboys,what to do? (feat. don toliver),28/12/2019,2074482,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,25,4AO1XhrgJczQ9bNVxdfKQe,0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46E-05,0.115,0.195,118.037,250142,4
don toliver,had enough (feat. quavo & offset),28/12/2019,2050393,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,26,2jrAaawDRCn1JjeouxAyDN,0.748,0.789,2,-4.579,1,0.103,0.262,0,0.13,0.671,147.957,157133,4
travis scott,highest in the room,28/12/2019,1977372,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,27,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721,4
anuel aa,china,28/12/2019,1899533,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,28,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4
the weeknd,heartless,28/12/2019,1855649,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,29,57vxBYXtHMk6H1aD29V7PU,0.531,0.75,10,-5.831,0,0.111,0.00632,7.60E-05,0.117,0.198,169.954,200080,4
dababy,bop,28/12/2019,1837704,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,30,6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4
post malone,sunflower - spider-man: into the spider-verse,28/12/2019,1826452,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,31,0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4
juice wrld,lucid dreams,28/12/2019,1809812,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,32,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
ed sheeran,beautiful people (feat. khalid),28/12/2019,1776751,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,33,70eFcWOvlMObDhURTqT4Fv,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4
rauw alejandro,fantasias,28/12/2019,1767634,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,34,6mAN61JH0dzyZpWslS11jy,0.879,0.703,1,-4.219,1,0.0701,0.143,0,0.0569,0.788,94.004,199711,4
ed sheeran,i don't care (with justin bieber),28/12/2019,1758391,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,35,0hVXuCcriWRGvwMV1r5Yn9,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4
juice wrld,bandit (with youngboy never broke again),28/12/2019,1701792,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,36,6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4
don toliver,no idea,28/12/2019,1689538,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,37,3VyjsVV24RmBIbWJAeUJNu,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4
lewis capaldi,before you go,28/12/2019,1668365,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,38,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
lil uzi vert,futsal shuffle 2020,28/12/2019,1662211,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,39,2Ec33AVlkTTq8BHFgBTdQs,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,198913,4
j balvin,la canción,28/12/2019,1551630,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,40,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,0.152,1.85E-05,0.108,0.429,176.089,242573,4
sam smith,how do you sleep?,28/12/2019,1485179,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,41,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5
dan + shay,"10,000 hours (with justin bieber)",28/12/2019,1468030,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,42,2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,4
meduza,lose control,28/12/2019,1458648,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,43,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387,4
y2k,lalala,28/12/2019,1453305,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,44,51Fjme0JiitpyXKuyQiCDo,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,160627,4
dalex,hola - remix,28/12/2019,1449511,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,45,5stPVcRqb4qixbafP9e8lt,0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,249520,4
ariana grande,7 rings,28/12/2019,1439446,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,46,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
jackboys,gatti,28/12/2019,1435254,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,47,40mjsnRjCpycdUw3xhS20g,0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477,181145,4
ed sheeran,south of the border (feat. camila cabello & cardi b),28/12/2019,1423873,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,48,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,204467,4
bad bunny,callaita,28/12/2019,1409702,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,49,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,250534,4
lil nas x,old town road - remix,28/12/2019,1396803,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,50,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4
tones and i,dance monkey,27/12/2019,6922521,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4
arizona zervas,roxanne,27/12/2019,4626956,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5
karol g,tusa,27/12/2019,4001850,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,3,7k4t7uLgtOxPwTpFmtJNTY,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4
travis scott,highest in the room (feat. rosalía & lil baby) - remix,27/12/2019,3939294,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,4,7h0d2h0fUmzbs7zeFigJPn,0.559,0.491,2,-6.406,0,0.0346,0.0567,0,0.0992,0.114,153.131,244874,4
maroon 5,memories,27/12/2019,3645616,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,5,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
trevor daniel,falling,27/12/2019,3585564,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,6,4TnjEaWOeW0eKTKIEvJyCa,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382,4
post malone,circles,27/12/2019,3555088,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,7,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
dua lipa,don't start now,27/12/2019,3489542,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,8,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4
the weeknd,blinding lights,27/12/2019,3242202,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,9,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4
jackboys,gang gang,27/12/2019,3197985,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,10,6uJONCdr2rC65BNmCnTBWK,0.859,0.6,7,-4.63,0,0.301,0.071,0,0.353,0.568,123.017,244761,4
jackboys,out west (feat. young thug),27/12/2019,3185180,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,11,6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,157712,4
billie eilish,everything i wanted,27/12/2019,3102762,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,12,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
shawn mendes,señorita,27/12/2019,3083439,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,13,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
don toliver,had enough (feat. quavo & offset),27/12/2019,3031179,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,14,2jrAaawDRCn1JjeouxAyDN,0.748,0.789,2,-4.579,1,0.103,0.262,0,0.13,0.671,147.957,157133,4
black eyed peas,ritmo (bad boys for life),27/12/2019,2934146,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,15,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
